v1,v2,,,
ham,"Subject: aggie virus as we don ' t have any programming experience , and we ' re not very good at this , this virus works on the honor system . please delete all the files from your hard drive and manually forward this virus to everyone on your mailing list . thanks for your cooperation , texas a & m computer engineering dept ."
phising,"Subject: air products - plant down for 4 days . did you want me to confirm down on this meter starting today . ( pops ) . deal is at 3 , 000 and pathed at 0 . meter 1418 - thanks - julie"
ham,"Subject: all employee surplus furniture auction going once . . . going twice . . . sold ! enron corporate administrative services group will be hosting an all employee surplus furniture silent auction on saturday , june 24 th from 8 : 00 a . m . - 10 : 00 a . m . at the enron warehouse located at 3405 navigation blvd . enron employees , contract employees and their families are invited to bid on an array of desk , chairs , lamps , sofas , etc . you must present your enron badge to purchase items . all items must be purchased with a check made payable to enron corp . and removed from the warehouse by 3 : 00 p . m . on saturday . enron reserves the right to limit quantities purchased . proceeds will be donated to charities supported by enron . we look forward to seeing you at the fun event . click on attachment for directions ."
ham,"Subject: allen center availability we have spaces available at the allen center parking garage for $ 94 . 00 per month , payroll deduction . if you are interested in acquiring one of these spaces , please reply via e - mail by 5 : 00 , thurs . , july 19 th . if you are currently parking at a garage that is subsidized by enron you will need to turn in that access card before you get your allen center access card . we will give you a permit to get out of the garage at the end of the day ."
phising,"Subject: all graphics software available , cheap oem versions . good morning , we we offer latest oem packages of all graphics and publishinq software from corel , macromedia , adobe and others . $ 80 adobe photoshop 8 . 0 / cs $ 140 macromedia studio mx 2004 $ 120 adobe acrobat 7 . 0 professional $ 150 adobe premiere pro 1 . 5 $ 90 corel designer 10 $ 90 quickbooks 2004 professional edition $ 75 adobe pagemaker 7 . 0 $ 70 xara x vl . 1 $ 75 adobe audition 1 . 5 $ 90 discreet 3 d studio max 7 $ 115 adobe golive cs $ 135 adobe after effects 6 . 5 standard $ 45 adobe premiere eiements $ 125 corei painter ix $ 80 adobe iiiustrator cs $ 80 adobe indesign cs $ 240 adobe creative suite $ 140 adobe framemaker 7 . 1 $ 50 uiead cool 3 d production studio 1 . 0 . 1 $ 90 aiias motion buiider 6 professionai $ 30 quicken 2004 premier home & biz $ 30 adobe photoshop elements 3 . 0 $ 110 adobe premiere pro 7 . 0 learn more . . . sincereiy , stephaine"
ham,"Subject: allocation order michelle , to answer your question on the allocation order is ; lst primary to primary 2 nd primary to alternate ( inside ) 3 rd alternate to primary ( inside ) 4 th alternate to alternate ( inside ) 5 th primary to alternate ( outside ) 6 th alternate to primary ( outside ) 7 th alternate to alternate ( outside ) 8 th overrun / interuptible"
phising,"Subject: alloc . except - mtr 1491 daren , meter 1491 has steady flow for the first 13 days of the month . it is the shanghai energy gas lift sales mtr . previously , these volumes have been placed on the strangers agreement , but , i don ' t know that that is correct . the volume is steady between 150 and 200 per day . if i should be asking someone else , please let me know . thank you for all of your assistance and patience , mary jane"
phising,"Subject: all the software you ' ll ever need to successfully make money online ! understanding oem software it is impossible to say just what i mean ! above all , try something ."
ham,"Subject: alt del point addition per our conversation on july 24 , please add poi 78065 as an alternate delivery point on our rel cap contract 27662 effective july 25 , 2001 . thank you for your assistance ."
phising,"Subject: alternate contact for eastrans nominations for 8 / 8 / 00 in my absence , bruce mcmills will be the commercial defs contact for tuesday , august 8 th ."
phising,"Subject: ami , , , per our conversation , i would perfer the 2 , 000 difference be placed on the oba between lsp and teco , because we requested to cut the flow . thanks ! ! - - - - - - - - - - - - - - - - - - - - - - forwarded by tim powell / lsp / enserch / us on 06 / 27 / 2000 10 : 58 am - - - - - - - - - - - - - - - - - - - - - - - - - - - ami . chokshi @ enron . com on 06 / 27 / 2000 08 : 42 : 09 am to : tim powell / lsp / enserch / us @ tu cc : charlie stone / texas utilities @ tu , daren . j . farmer @ enron . com subject : hey tim , for may 12 , our supply shows that 8 . 000 did flow even though you cut flow to 6 . 0 . let me know how you want to handle the situation . sorry for the inconvenience . ami"
ham,Subject: anadarko and union pacific resources merged company will be named anadarko petroleum shareholders of anadarko petroleum and union pacific resources voted to approve a $ 5 . 4 billion merger of the two companies yesterday . the merger calls for upr shareholders to receive 0 . 455 shares of anadarko common stock for each of their upr shares . anadarko shareholders also voted to increase the size of the company ' s board to 15 members from nine . the combined company will be named anadarko petroleum .
phising,"Subject: announcing a new enron brown bag seminar - how to win a bowl game the following seminar will be given several times this year . the distinguished list of speakers is as follows : bryan hull chad landry tim blanchard bob cotten a cameo appearance will be made by dr . mick walters , esq . of course , this seminar will be moderated by yours truly . sign up early , since there were so many texas teams in bowl games , and therefore so many losers , the seminars are sure to fill up , rapidly . p . love - i am sure it is little consolation , but at least you covered . p . s . jody you better get with us soon and then fly immediately to miami to give this invaluable info to bobby stoops ."
ham,"Subject: annual investor conference presentations - - there is still time hey , there ' s still time to view the presentations given by enron management at the annual investor conference held in january . a link to the replay of the webcast is available at www . enron . com . a list of the presentations made at the meeting will appear on the screen . to view a presentation , simply click on the title . the entire webcast is about eight hours long , with each presentation lasting about 45 minutes to one hour . the webcast will be available 24 hours - a - day , seven - days - a - week until feb . 28 . this is an excellent opportunity for you to get the latest information about enron ' s business activities and strategy . if you encounter problems accessing the webcast , call 1 - 888 - 457 - 7469 for help ."
ham,"Subject: answer the credit union survey and you could win cash ! give us your feeback and you could win cool cash at enron federal credit union , we are continually looking for ways to improve , and bring you the products and services that help simplify your life , like on - line banking and e - statements . to ensure we continue to offer you the newest and most innovative financial products on the market , please take 2 minutes to answer this short survey found at the following address : http : / / home . enron . com / efcu / survey when we have received your completed survey , your name will be automatically entered into a drawing to win $ 200 cash if you are a member , or $ 100 cash if you are not a member . deadline for entries is wednesday , july 26 , 2000 . your responses will be sent in confidence directly to me . we appreciate your time and your opinions . jack mcadoo president and ceo enron federal credit union"
ham,"Subject: a premier designs jewelry show lisa fawcett has invited you to a premier designs jewelry show . click below to visit evite for more information about the event and also to rsvp . this invitation was sent to you by lisa fawcett using evite . to remove yourself from this guest list please contact us at support @ evite . citysearch . com this evite invite is covered by evite ' s privacy policy * . to view this privacy policy , click here : http : / / evite . citysearch . com / privacy * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * having trouble ? perhaps your email program doesn ' t recognize the web address as an active link . to view your invitation , copy the entire url and paste it into your browser . if you would like further assistance , please send email to support @ evite . citysearch . com * updated 03 / 15 / 01 ."
phising,Subject: april lst noms . . . - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 03 / 27 / 2000 03 : 13 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - royal _ b _ edmondson @ reliantenergy . com on 03 / 27 / 2000 02 : 48 : 50 pm to : ami _ chokshi @ enron . com cc : subject : april lst noms . . . ( see attached file : hpl - apr . xls ) - hpl - apr . xls
phising,"Subject: aquila header - 12 / 12 / 00 flow day this is to confirm that houston pipe line will pay the aquila storage and transportation . 16 / mmbtu for 50 , 000 mmbtu ' s . hpl will deliver the gas on hpl / aquila to be delivered to opl / aquila for 12 / 12 / 00 . thanks . emv"
ham,"Subject: archiving unsubscribed capacity i spoke with perry frazier this afternoon . i have a copy in my file of the unsubscribed capacity on our ebb prior to the sale of tw space to mavrix and a copy of the sheet post - mavrix [ yes the space was posted ] . perry is printing the capacity sheets daily ( sometimes ) . as a backup , michelle lokay will also do a daily print for years 2001 , 2002 , and 2003 . the pages will be kept in a log book on the tw marketing desk for future reference . let me know if you have questions . thanks kh"
phising,"Subject: are you ready to get it ? hello ! viagra is the # 1 med to struggle with mens ' erectile dysfunction . like one jokes sais , it is stronq enough for a man , but made for a woman ; - ) orderinq viaqra oniine is a very convinient , fast and secure way ! millions of people do it daiiy to save their privacy and money order here . . ."
ham,"Subject: a simple communication tool sometimes it ' s the little things that make the biggest impact . maybe you ' ve never stopped to think about it , but for many of us , post - it notes may be one of our most frequently used communication tools at enron . because of this , every employee received , or soon will receive , a packet of post - it notes with a thought - provoking quote about communication . these post - it notes reinforce the importance of communication at enron . the individuals who are quoted on the notepads personify the true meaning of communication . we hope that as you use these notepads in your daily work , you will think about the importance of communication to the continued success of enron and work just a little harder at communicating more openly at enron . please email gina taylor ( gtaylor @ enron . com ) for post - it note distribution inquiries ."
phising,"Subject: aspect resources confirmation : rgds , ellen x 54099"
phising,"Subject: aspect resources - meter # 78033 , # 78032 - 3 / 00 production daren , i ' m not sure if you are the person that can make this change for me . if you are not , could you please let me know who i need to speak to . for meter # 78033 and # 78032 for 3 / 00 production forward , this deal is set up under the wrong sitara # , therefore the volumes are not pulling in sitara . the sitara # that it is currently attached to is # 149421 which this deal was only for 1 / 00 production . the new sitara number that we should be using is sitara # 156387 ( for meter # 78033 ) and sitara # 156383 ( for meter # 78032 ) . i have attached an example to help see what i am talking about . ( this was for 2 / 00 production ) could you please let me know when the change has been made or if there is something that i need to do . thanks , stephanie ( 3 - 6004 )"
ham,"Subject: associate / analyst fall recruiting correction to super saturday dates two dates in our prior save the dates memo were incorrect . the dates to save for the first super saturday weekend are friday , october 27 th and saturday , october 28 th . the correct dates for the last super saturday weekend are friday , december 8 th and saturday , december 9 th . we apologize for any inconvenience ."
ham,"Subject: association name > to all members of nesa and hea : > > it has been brought to our attention that not everyone is aware that we > are not going to be using the name national energy association ( nea ) , now > that nesa and hea have agreed to merge effective 1 / 1 / 01 . a press release > was prepared and distributed on 10 / 28 . as we haven ' t seen a copy in any > media outlets , and no one has told us that they ' ve see it either , we ' re > attaching a copy of the draft press release that was sent out for your > files . > > we are now nesa / hea . that ' s pronounced ne sa h e a - the slash is silent . > > > > > ps stay tuned for more information regarding the merger . - hea approves merger - draft 2 . doc"
phising,"Subject: astros tickets brenda has a few ticket s that she would like to make available to you , either for yourselves or for your teams . first come first serve but we would like to distribute these evenly so don ' t be stingy ! they are 2 tickets for tonight 7 : 05 pm vs philadelphia phillies 4 tickets for friday , may 26 th 7 : 05 pm vs atlanta braves 2 tickets for friday , may 26 th 7 : 05 pm vs atlanta braves 2 tickets for saturday , june 3 rd 12 : 15 pm vs white sox 2 tickets for tuesday , june 6 th 7 : 05 pm vs minnesota twins 2 tickets for thursday , july 6 th 7 : 05 pm vs arizona diamond backs 2 tickets for friday , july 21 st 7 : 05 pm vs st . louis cardinals 2 tickets for tuesday , august 15 th 7 : 05 pm vs pittsburgh pirates thanx ! y"
phising,"Subject: attached is the availability spreadsheet for february , 2001 . if i can be of any assistance , please this is the first of 2 e - mails received by devon . the second will immediately follow . beverly - - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 01 / 24 / 2001 07 : 23 am - - - - - - - - - - - - - - - - - - - - - - - - - - - enron capital & trade resources corp . from : victor haley 01 / 22 / 2001 01 : 41 pm to : cc : subject : attached is the availability spreadsheet for february , 2001 . if i can be of any assistance , please attached is the availability spreadsheet for february , 2001 . if i can be of any assistance , please call me at 405 . 228 . 4298 . - enronavailso 201 . xls"
