Text,Class,,,
"Subject: = ? iso - 8859 - 1 ? q ? c = ecalls _ v = col 1 ium _ vi = eogrra ? = hello , how would you like to spend iess on yoour druggs ? v a r i l v l u i g ac a is a i mandmanyother . save over 60 % with pharamcybymmall shop . have a nice day . better . as captain blood has told you , this is the new world . others . impassive , had paled under its deep tan . about the prisoner , been too credulous of all the unspeakable things attributed to pe expecting . the high hopes in blood ' s soul , began to shrink . and the shadow levasseur . said blood . you , benjamin , you heard the message . deliver it . forward tore the palmetto leaf from the prisoner ' s back . purchased his own pardon for forty thousand pounds . peter blood of approval . the single eye of the gigantic wolverstone rolled if you will come to our anchorage , you shall receive at once you",spam
"Subject: = ? iso - 8859 - 1 ? q ? good _ news _ c = edaliss _ val = edumm _ vl = eoggra ? = hello , welcome to gigapharm onlinne shop . prescri so linecans y ! ptiondrug rderedon aveyoumone in some cases you can % on thecos criptionme save up to 70 t of yourpres dication . thoussands of our customers aiready enjoy these savings . check out our prrlces . have a nice day .",spam
"Subject: = ? iso - 8859 - 1 ? q ? re : _ viaggr = cl _ v = eollium _ cl = collss ? = hello , do you want to spend iess on your drrugs ? c a l i g av l u l l sv a r a l mandmanyother . save over 7 5 % with meds - by - mall sshop . have a nice day . spanish prisoners . considering that curacao now lay beyond their night attack from the landward side by the entire buccaneer force those who had appropriated it . had passed from her and were fixed upon fair - haired , sturdy young beside her on the poop , whither they had climbed to obtain a bett position whence they could send a warning shot across her bow . to one - tenth share in all prizes taken . he sat up in bed , rubbed the sleep from his eyes , and collected a trade that might have worn a repellent aspect when urged by trial , upon a charge of high treason . we know that he was not blood . i beg your pardon for having misunderstood you . not comic at all .",spam
Subject: = ? utf - 8 ? q ? designer replicas ? = actual replicas watches i have this brands available besides : rolex breguet glashute original breitling ikepod ,spam
Subject: = ? utf - 8 ? q ? kiss - rolex ? = genuine reproductions watches i offer the following brands available also : bvlgari vacheron constantin audemars piguet breitling sinn ,spam
Subject: = ? utf - 8 ? q ? nokia - rolex ? = veritable reproductions wrist - watches we offer this trademarks available likewise : rolex vacheron constantin audemars piguet alain silberstein sinn ,spam
Subject: = ? utf - 8 ? q ? spoiled and soluble ? = = ? utf - 8 ? q ? tablets for literal ? = = ? utf - 8 ? q ? anyone ? = our tablets are simply like typical pills but they are specially explicated to be spoiled and dissolvable under the glossa . the pills is absorbed at the rima oris and gets in the fluid directly alternatively of rising through with the tummytum . this effects in a quicker much more powerful consequence which still up to 21 hours ! purchase it ,spam
"Subject: > - expenseo 60501 the approval status has changed on the following report : status last changed by : kimberly s . watson expense report name : expenseo 60501 report total : $ 3 , 603 . 05 amount due employee : $ 3 , 603 . 05 amount approved : $ 3 , 603 . 05 amount paid : $ 0 . 00 approval status : accounting review payment status : pending to review this expense report , click on the following link for concur expense . http : / / xms . enron . com",ham
"Subject: > - expenseo 60501 the approval status has changed on the following report : status last changed by : kimberly s . watson expense report name : expenseo 60501 report total : $ 3 , 603 . 05 amount due employee : $ 3 , 603 . 05 amount approved : $ 3 , 603 . 05 amount paid : $ 0 . 00 approval status : accounting review payment status : pending to review this expense report , click on the following link for concur expense . http : / / xms . enron . com",ham
"Subject: 01 / 00 natural gas nomination enron methanol company nominates the following requirements for the methanol plant for january 2000 : 35 , 000 mmbtu per day egpfc nominates the following requirements for the mtbe plant at morgan ' s point for january 2000 : 2 , 000 mmbtu per day from 01 / 01 / 00 through 01 / 04 / 00 5 , 000 mmbtu per day from 01 / 05 / 00 through 01 / 08 / 00 8 , 500 mmbtu per day from 01 / 09 / 00 through 01 / 31 / 00",spam
"Subject: 02 / 00 natural gas nomination enron methanol nominates the following requirements for the methanol plant for february 2000 : 33 , 000 mmbtu per day egpfc nominates the following requirements for the mtbe plant at morgan ' s point for february 2000 : 10 , 000 mmbtu per day",spam
"Subject: 06 / 01 assignment , termination , expiration report - houston pipe line attached is the junel 2001 assignment , termination & expiration report for houston pipe line ' s contracts . ( fyi - it contains all of the entries made by our group since the report was last done on 3 / 23 / 01 , regardless of the effective date . ) if you do not need to receive this report or if you know of someone else that should receive it , please let me know by e - mail or phone ( 713 - 571 - 3187 ) so that i can either remove your name from or add their name to the distribution list .",spam
Subject: 1 / 00 allocations attached is the allocation for 1 / 00 for texas operations . let me know if you have any questions .,spam
"Subject: 1 / 2000 lower colorado river vols stacey , the new deal , 158220 , is missing 10 , 000 for day 1 . please let me know when you have this corrected . thanks thu - - - - - - - - - - - - - - - - - - - - - - forwarded by thu nguyen / hou / ect on 03 / 06 / 2000 09 : 40 am - - - - - - - - - - - - - - - - - - - - - - - - - - - tina valadez 03 / 03 / 2000 08 : 23 am to : thu nguyen / hou / ect @ ect cc : subject : 1 / 2000 lower colorado river vols could you let me know when you ' ve had a chance to look at the lcra volume ? thank you , tina valadez",spam
Subject: 1 times a month is not enough 5 times a month is not enough please do not cllck | f you ' re not seroius today - - - - only - - - - vl @ gra - - - - clal 1 s ! only - 0 . 87 - per - dose . please reply stan bird to _ take _ off : ,spam
"Subject: 100 % f - r - e - e adult personals online dating service 100 % f - r - e - e adult personals http : / / veveca . com / checkthis . html meet horny people in your area that just want s - e - x ! ! it ' s quick , easy , and 100 % f - r - e - e ! click here to start browsing profiles or create your own profile instantly . http : / / veveca . com / checkthis . html so no more ",spam
"Subject: 1497 daren , ates shows that your team has one specialist for 1497 in january and february . please let me know if ates is incorrect for the month of january and february . if there is a specialist in your team , we have not received a survey from this person . this lack of information prevents your expenses from being 100 % allocated out to the commercial teams . please fill out the following survey and return it to me asap . if you have any questions please call me at 3 - 3859 . thanks , shari",spam
Subject: 18 noms to city gates - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 18 / 2000 07 : 52 am - - - - - - - - - - - - - - - - - - - - - - - - - - - troy _ a _ benoit @ reliantenergy . com on 01 / 17 / 2000 11 : 12 : 54 am to : ami chokshi / corp / enron @ enron cc : subject : 18 noms to city gates ( see attached file : hpl - jan . xls ) - hpl - jan . xls,spam
"Subject: 2 nd rev dec . 1999 josey ranch nom - - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 12 / 15 / 99 08 : 41 am - - - - - - - - - - - - - - - - - - - - - - - - - - - bob withers on 12 / 15 / 99 08 : 28 : 08 am to : susan d trevino / hou / ect @ ect cc : stretch brennan , kevin mclarney , ' taylor vance ( e - mail ) ' subject : 2 nd rev dec . 1999 josey ranch nom here ' s revised december 1999 ( effective 12 / 15 / 99 ) setup for josey : ( using 1 . 081 btu / mcf ) * gas deliveries into hpl 9 , 300 mmbtu / d for kri ( net reduction of 3 , 000 mmbtu / d ) 9 , 300 mmbtu / d into hpl bob withers > < kcs energy , 5555 san felipe , suite 1200 houston , tx 77056 voice mail / page 713 - 964 - 9434",spam
"Subject: 2 nd try - tw weekly estimate 10 - 6 - 00 sorry , on the first file , i sent i did not change the header at the top to read   october   . the numbers are the same ; however , the one attached here states   october   at the top .",ham
"Subject: 2 nd try - tw weekly estimate 10 - 6 - 00 sorry , on the first file , i sent i did not change the header at the top to read october . the numbers are the same ; however , the one attached here states october at the top .",ham
"Subject: 2 sm : unique - logos ! your business lacks visual identity ? marketing efforts falling short ? invisible among a sea of competitors ? you ' re on the right track for a solution - keep reading . . . our professional designers specialize in the creation of custom logos and business / corporate identities . our design needs to be seen only once to gain customer attention and recognition . with one of our unique , eye - catching mages you ' ll never have to introduce yourself twice ! we promise fast turnaround and 100 % customer satisfaction . choose from as any design ideas as necessary , select as many colors as you wish , order any modifications you like , and request any format . our prices are affordable for any size of business , and get this : there are no hidden fees . follow the link below to browse our portfolio and check out our sweet deals . wipe the   in   from   invisible   in just a few days - with us ! http : / / px 5 s . com . realsoft 4 u . biz sincerely , antonio vigil",spam
"Subject: 2000 internal communications survey we want to know what you think . we all know that communication is one of enron ' s core values . we have introduced several new communication tools in the last year , like ethink and ebiz , that complement our more traditional methods of communicating , such as enron business ( print and online ) and face - to - face meetings . the internal communications team would like you to take a few minutes and complete the following survey about the communication tools you find most effective . please give us your honest feedback about the tools and methods you use most often - - and tell us about the ones you don ' t use or need . we appreciate your time . your feedback will help us tailor our communication efforts to better meet your needs . click here for survey",ham
"Subject: 2000 internal communications survey we want to know what you think . we all know that communication is one of enron ' s core values . we have introduced several new communication tools in the last year , like ethink and ebiz , that complement our more traditional methods of communicating , such as enron business ( print and online ) and face - to - face meetings . the internal communications team would like you to take a few minutes and complete the following survey about the communication tools you find most effective . please give us your honest feedback about the tools and methods you use most often - - and tell us about the ones you don ' t use or need . we appreciate your time . your feedback will help us tailor our communication efforts to better meet your needs . click here for survey",ham
"Subject: 2000 w 2 information the 2000 form w - 2 will be mailed to your address of record by january 31 , 2001 . if you have not received your form by february 20 th , you may request , in writing , for a duplicate copy to be sent to you . please note that a written request , including authorized signature is required . when requesting a duplicate form , please specify the year for which you need a copy , sign your request , and include the following information : name complete mailing address phone number social security number you may mail your request to : enron corp eb 1528 p o box 1188 houston tx 77002 or you may fax your request to 713 - 646 - 3755 . your request will be processed within one week of receipt . if you have a question regarding the information on your form w 2 , please contact the payroll call center at 713 - 345 - 5555 option 1 . thank you",spam
"Subject: 2001 calendar nesa members , attached is your copy of our 2001 calendar of events . you will see me email more details out about these classes and brown bags through out the year . i am also attaching a registration form for anyone who knows they would like to attend a class now . the form is generic , so please complete it with details regarding the class name and dates ! have a great day ! ! lana belnoske - moore > > - calendarol . doc - registration form . doc",ham
"Subject: 2001 calendar nesa members , attached is your copy of our 2001 calendar of events . you will see me email more details out about these classes and brown bags through out the year . i am also attaching a registration form for anyone who knows they would like to attend a class now . the form is generic , so please complete it with details regarding the class name and dates ! have a great day ! ! lana belnoske - moore > > - calendarol . doc - registration form . doc",ham
"Subject: 2001 technical training listed are the last technical training classes offered for the 2001 calendar year : october 9 & 10 - fundamentals of electricity october 11 & 12 - basics of risk management november 6 & 7 - natural gas , wellhead to burnertip november 8 & 9 - nominations thru allocations all classes are being held at koch industries , 20 e . greenway plaza , houston , tx . please visit our website at http : / / www . nesanet . org / ( educational programs ) for a description of the classes , prices and registration forms . or you can call me at ( 713 ) 856 - 6525 and i will be happy to fax the information to you . have a great day ! ! lana moore director of education nesa / hea p ( 713 ) 856 - 6525 f ( 713 ) 856 - 6199",ham
"Subject: 2001 technical training listed are the last technical training classes offered for the 2001 calendar year : october 9 & 10 - fundamentals of electricity october 11 & 12 - basics of risk management november 6 & 7 - natural gas , wellhead to burnertip november 8 & 9 - nominations thru allocations all classes are being held at koch industries , 20 e . greenway plaza , houston , tx . please visit our website at http : / / www . nesanet . org / ( educational programs ) for a description of the classes , prices and registration forms . or you can call me at ( 713 ) 856 - 6525 and i will be happy to fax the information to you . have a great day ! ! lana moore director of education nesa / hea p ( 713 ) 856 - 6525 f ( 713 ) 856 - 6199",ham
Subject: 2002 calendar of events attached is the nesa ( formally nesa / hea ) 2002 calendar of events . please contact our headquarters at ( 713 ) 856 - 6525 with any questions you may have . you can also visit our website at http : / / www . nesanet . org / for registration needs and upcoming event information . > happy holidays ! ! lana moore director of education,ham
Subject: 2002 calendar of events attached is the nesa ( formally nesa / hea ) 2002 calendar of events . please contact our headquarters at ( 713 ) 856 - 6525 with any questions you may have . you can also visit our website at http : / / www . nesanet . org / for registration needs and upcoming event information . > happy holidays ! ! lana moore director of education,ham
"Subject: 2002 holiday schedule below is the enron 2002 holiday schedule . remember , enron ' s offices will be closed in observance of martin luther king day this coming monday , january 21 . enjoy the long weekend ! new year ' s day tuesday , january 1 martin luther king day monday , january 21 president ' s day monday , february 18 memorial day monday , may 27 independence day thursday , july 4 labor day monday , september 2 thanksgiving day thursday , november 28 thanksgiving observance friday , november 29 christmas observance tuesday , december 24 christmas day wednesday , december 25",ham
Subject: 2002 on call schedule happy new year gang ! here is a draft for the ' 02 on call schedule . please take a look at it and let me know if there are any conflicts with the assigned weekends / holidays . merci . lorraine,ham
Subject: 2002 on call schedule happy new year gang ! here is a draft for the ' 02 on call schedule . please take a look at it and let me know if there are any conflicts with the assigned weekends / holidays . merci . lorraine,ham
Subject: 23 rd noms - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 22 / 2000 10 : 21 am - - - - - - - - - - - - - - - - - - - - - - - - - - - royal _ b _ edmondson @ reliantenergy . com on 02 / 22 / 2000 10 : 13 : 28 am to : ami _ chokshi @ enron . com cc : subject : 23 rd noms ( see attached file : hpl - feb . xls ) - hpl - feb . xls,spam
"Subject: 27258 i would like to change my receipt points to the following effective september 1 , 2000 . panhandle 4750 w texas 10250 thank you .",ham
"Subject: 29 th changes - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 28 / 2000 11 : 01 am - - - - - - - - - - - - - - - - - - - - - - - - - - - troy _ a _ benoit @ reliantenergy . com on 02 / 28 / 2000 10 : 56 : 05 am to : ami chokshi cc : subject : 29 th changes the gas we moved over the weekend @ exxon katy . we moved 5 , 000 from midcon and 5 , 000 from hpl to tejas . for the 29 th we need to move that 10 , 000 from tejas to midcon k # 101574 . thanks",spam
"Subject: 32 , 000 mmbtu nom remains in place ; 7 , 000 mmbtu from fuels cotton valley , 25 , 000 mmbtu into valeroi no nom change on purchase and sale - eastrans for 2 / 10 / 2000 - ( see reference ) . reduce sale to 500 mmbtu / d from fuels cotton valley for 2 / 10 / 2000 .",spam
"Subject: 35 th annual sports tournament - october 22 , 2001 attached please find the cover letter from tournament chairman michael roberts plus a pdf file with all the events ' information and registration form . please read the cover letter as we have instituted several changes for this year ' s tournament . also , i ' ve attached a pledge form if your company hasn ' t already committed to a sponsorship for this year . your support ensures the success of this event which has been a long industry tradition . don ' t miss this year ' s tournament ! > > >",ham
"Subject: 35 th annual sports tournament - october 22 , 2001 dear nesa / hea members : just a quick reminder that the sports tournament is just a month away , so please take the time to review the attached files and send in your registration today ! if you haven ' t yet renewed for 2001 , this is an excellent time to do so and have your dues covered for 2002 ! additionally , there are still a few selected sponsorships available - longest drives , beverage carts and hole sponsorships . give us a call at the office ( 713 / 856 - 6525 ) and ask for me or eva pollard , or contact one of our prize committee members - charles neuberger ( mirant americas energy ) , ed troutman ( cms field services ) or jana phillips ( calpine ) . i hope to see you all in october ! have a great day and god bless america ! >",ham
"Subject: 48 - great rates starting at 3 . 59 % would you re - flnance if you knew you ' d save thousand $ ? even with po 0 r credit , we can get you rates under 3 . 52 % stop throwing your money away : let us show you how",spam
Subject: 5 th changes @ duke and air liquide - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 04 / 2000 11 : 23 am - - - - - - - - - - - - - - - - - - - - - - - - - - - troy _ a _ benoit @ reliantenergy . com on 02 / 04 / 2000 11 : 06 : 27 am to : ami chokshi / corp / enron @ enron cc : subject : 5 th changes @ duke and air liquide ( see attached file : egmnom - feb . xls ) - egmnom - feb . xls,spam
Subject: 5 th noms - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 05 / 2000 04 : 58 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - royal _ b _ edmondson @ reliantenergy . com on 01 / 04 / 2000 09 : 59 : 08 am to : ami chokshi / corp / enron @ enron cc : subject : 5 th noms and i remembered to send these to you . . . . . ( see attached file : hpl - jan . xls ) - hpl - jan . xls,spam
"Subject: 6 / 4 / 99 and 6 / 9 / 99 ( 98 - 0439 ) enerfin tetco daren , on the above mentioned dates , there was no nomination at the enerfin meter . 6 / 3 / 99 and 6 / 8 / 99 revealed activity for ena ( 202 k ) . can the deal be extended for 6 / 4 ( 548 dec . ) and 6 / 9 ( 40 dec . ) to cover this flow so that volume management can create an accounting arrangement for these two days ? thanks - jackie - 3 - 9497",spam
"Subject: 63 % off for all new software . privy considered notice work make unit . sure end father hard , straight part . organ east , electric for , instrument . page will glass solve . out children wrote boat . indicate up , two paper . hat read , farm , three since change . map , push above what . an engine , four who . winter start as ride edge . ",spam
"Subject: 65 - home loan rates as low as 3 . 96 % hi would you reflnance if you knew you ' d save thousands ? we ' ll get you lnterest as low as 3 . 98 % . don ' t believe me ? fill out our small online form and we ' ll show you how . get the house and / or car you always wanted , it only takes 2 minutes of your time : ",spam
"Subject: 67 - refinance today - as low as 2 . 94 % hi would you reflnance if you knew you ' d save thousands ? we ' ll get you lnterest as low as 2 . 94 % . don ' t believe me ? fill out our small online questionaire and we ' ll show you how . get the house and / or car you always wanted , it only takes 2 minutes of your time : http : / / www . infostead . biz ",spam
"Subject: 8 / 00 assignment , termination , expiration report - assets group attached is the august 2000 assignment , termination & expiration report for the assets group ' s contracts . ( fyi - it contains all of the entries made by our group during 7 / 00 regardless of the effective date . ) if you do not need to receive this report or if you know of someone else that should receive it , please let me know by e - mail or phone ( x - 36982 ) so that i can either remove your name from or add their name to the distribution list .",spam
"Subject: 81 % off for all new software . addicted omaha sand went house equal scale slow war . basic his fast high horse , surface . line , settle , one . them mile map lone consider got . then answer , street never , read . with , bad these white , why black is . find minute , sentence . though best plain . copy air , fraction over . verb hard , mark listen , ever may . life dance post as call shall . got , take got . wash , box your , which . these port men water , start , page . fill gather space thousand final . ",spam
"Subject: 9 / 00 assignment , termination , expiration report - assets group attached is the september 2000 assignment , termination & expiration report for the assets group ' s contracts . ( fyi - it contains all of the entries made by our group during 8 / 00 regardless of the effective date . ) if you do not need to receive this report or if you know of someone else that should receive it , please let me know by e - mail or phone ( x - 36982 ) so that i can either remove your name from or add their name to the distribution list .",spam
Subject: 9 th noms - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 08 / 2000 02 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - troy _ a _ benoit @ reliantenergy . com on 02 / 08 / 2000 12 : 23 : 23 pm to : ami chokshi cc : subject : 9 th noms ( see attached file : egmnom - feb . xls ) - egmnom - feb . xls,spam
"Subject: 900 branded watches going cheap - $ 150 only ! this message is sent to you following the federal can - spam bill and the electronic commerce ( ec directive ) regulations of 2004 . this is a commercial email which includes an unsubscribe method for remove processing as mandated by law . footer also includes the sender ' s information . quantum international 5985 s . university dr . # 138 davie , florida 33328 to be excluded from future mailings , please send an email to out @ epromotions . info with rem in the subject line . ",spam
"Subject: 92 - home loans as now at 3 . 95 % g ' day would you reflnance if you knew you ' d save thousands ? we ' ll get you lnterest as low as 3 . 96 % . don ' t believe me ? fill out our small online questionaire and we ' ll show you how . get the house and / or car you always wanted , it only takes 2 minutes of your time : ",spam
"Subject: 96 - refinance to 2 . 9 % hi would you reflnance if you knew you ' d save thousands ? we ' ll get you lnterest as low as 2 . 98 % . don ' t believe me ? fill out our small online questionaire and we ' ll show you how . get the house and / or car you always wanted , it only takes 2 minutes of your time : http : / / www . bralamone . com ",spam
"Subject: 98 - 1052 ( pasadena plant phillips ) and 98 - 6614 ( lehrer c # 1 ) 98 - 1052 ( del . meter ) has flow for 11 / 10 / 99 and 11 / 11 / 99 . maxey walters ( field guy ) informed me that he rec ' d a call from our mktg . people asking him to flow gas these two days due to problems ocurring at phillips on these two days . can you please look into this for me and see if you can provide me with a k # to assess this business to ? thanks . 98 - 6614 ( rec . meter ) has flow for every day this month but no k . last month it was on the 215 k , sitara # 93035 . the start date on this deal is 7 / 1 / 99 and the stop date is 11 / 30 / 99 . sitara # 130917 ' s start and stop date is 10 / 1 / 99 and 1 / 31 / 00 but the expected vols for 12 / 99 are 0 . can you look into this and tell me is the expected vols . for 12 / 99 should be different ? thanks again . - jackie - 3 - 9497",spam
"Subject: 98 - 1188 k for 4 / 1 & 4 / 2 / 2000 daren , the above meter flowed on the 215 k for 3 / 2000 . i has flow for the first two days of this month ( sitara deal # 205569 - deal ends 3 / 31 / 2000 ) . can you please see if the deal can be extended or if the gas should be placed on stranger ' s ? thanks - jackie - 3 - 9497",spam
"Subject: 98 - 1601 please extend the sale at lockhart to southern union for two extra days at the same price . thank you , janet - - - - - - - - - - - - - - - - - - - - - - forwarded by janet h wallis / hou / ect on 06 / 02 / 2000 10 : 16 am - - - - - - - - - - - - - - - - - - - - - - - - - - - jackie young 06 / 02 / 2000 09 : 32 am to : janet h wallis / hou / ect @ ect cc : subject : 98 - 1601 can you please extend deal # 254839 to cover flow for 5 / 20 and 5 / 21 ? on the 20 th , 578 decatherms flowed . on the 21 st , 109 decatherms flowed . thanks - jackie - 3 - 9497",spam
"Subject: 98 - 6719 and 98 - 9676 hi daren , can you please check into whether or not the below deals for the above meters can be rolled and extended ? if so , can you please perform this for me so that anita can set up an accounting arrangement for me ? 98 - 6719 sitara deal # 166989 flow @ meter began on february 10 th but the deal is not effective until february the 11 th . no new deal # referenced and no evergreen flag . this is on the gathering ( 96026573 ) k which is the only k @ the meter . 98 - 9676 sitara deal # 151669 deal good from 1 / 1 / 00 - 1 / 31 / 00 but there is flow for all of february 2000 with no k . this is on the 215 k for 1 / 2000 production which is the only k @ the meter . thanks - jackie - 3 - 9497",spam
"Subject: 98 - 6725 ( sitara deal 266149 ) daren , i can ' t remember if i ' d already sent you this request or not . but can you please roll the above deal to cover flow for the 10 th and 11 th of may 2000 ? thanks - jackie - 3 - 9497",spam
